adminName|resourceName
Administrator-490|Account-3452569
Administrator-499|Employee-858325
Administrator-139|Account-1687357
Administrator-808|Employee-942216
Administrator-973|Account-3066408
Administrator-973|Employee-1235931
Administrator-973|Account-3704372
Administrator-973|Employee-551108
Administrator-106|Account-2421988
Administrator-795|Employee-557930
Administrator-499|Account-4275039
Administrator-499|Employee-1193327
Administrator-499|Account-3576878
Administrator-172|Employee-598794
Administrator-112|Account-2481237
Administrator-369|Employee-1405640
Administrator-172|Account-2012057
Administrator-172|Employee-1148299
Administrator-172|Account-3442058
Administrator-358|Employee-663768
Administrator-180|Account-2391535
Administrator-113|Employee-1013987
Administrator-358|Account-4399270
Administrator-358|Employee-992120
Administrator-358|Account-2974032
Administrator-868|Employee-637374
Administrator-127|Account-2252594
Administrator-825|Employee-872491
Administrator-868|Account-4333608
Administrator-868|Employee-1239205
Administrator-868|Account-3714134
Administrator-748|Employee-715353
Administrator-16|Account-1687601
Administrator-221|Employee-750070
Administrator-97|Account-4163648
Administrator-97|Employee-988391
Administrator-97|Account-2962975
Administrator-97|Employee-816624
Administrator-162|Account-2013404
Administrator-876|Employee-528378
Administrator-748|Account-3453698
Administrator-748|Employee-1077211
Administrator-748|Account-3229892
Administrator-271|Employee-564830
Administrator-177|Account-1700749
Administrator-286|Employee-1344403
Administrator-271|Account-4078235
Administrator-271|Employee-1235969
Administrator-271|Account-3704449
Administrator-457|Employee-1057314
Administrator-183|Account-2199980
Administrator-328|Employee-896119
Administrator-457|Account-2997330
Administrator-457|Employee-1378752
Administrator-457|Account-4132652
Administrator-781|Employee-902976
Administrator-100|Account-2462333
Administrator-163|Employee-963183
Administrator-781|Account-3754875
Administrator-781|Employee-1135328
Administrator-781|Account-3403312
Administrator-967|Employee-748424
Administrator-1|Account-1683057
Administrator-292|Employee-1312029
Administrator-967|Account-2018022
Administrator-967|Employee-1118052
Administrator-967|Account-3351812
Administrator-166|Employee-783744
Administrator-109|Account-2431747
Administrator-280|Employee-1094087
Administrator-166|Account-2007606
Administrator-166|Employee-1180255
Administrator-166|Account-3537968
Administrator-61|Employee-738919
Administrator-171|Account-2461976
Administrator-384|Employee-993985
Administrator-61|Account-2040743
Administrator-61|Employee-1165440
Administrator-61|Account-3493456
Administrator-55|Employee-645439
Administrator-186|Account-1885168
Administrator-502|Employee-1135681
Administrator-55|Account-2795704
Administrator-55|Employee-1111346
Administrator-55|Account-3331920
Administrator-661|Employee-910491
Administrator-144|Account-2283962
Administrator-205|Employee-822642
Administrator-661|Account-4256067
Administrator-661|Employee-1106438
Administrator-661|Account-3317292
Administrator-5|Employee-546285
Administrator-150|Account-1904619
Administrator-274|Employee-934051
Administrator-5|Account-4177394
Administrator-5|Employee-986637
Administrator-5|Account-2957718
Administrator-484|Employee-665345
Administrator-159|Account-2373557
Administrator-721|Employee-1355610
Administrator-484|Account-3576318
Administrator-484|Employee-1158262
Administrator-484|Account-3472273
Administrator-370|Employee-742629
Administrator-165|Account-2354074
Administrator-672|Employee-668830
Administrator-370|Account-3592497
Administrator-370|Employee-1242514
Administrator-370|Account-3724218
Administrator-193|Employee-765763
Administrator-1000|Account-3106992
Administrator-261|Employee-1296264
Administrator-193|Account-2915545
Administrator-193|Employee-1073583
Administrator-193|Account-3218914
Administrator-379|Employee-540998
Administrator-174|Account-2726816
Administrator-938|Employee-1251541
Administrator-379|Account-4374384
Administrator-379|Employee-1236037
Administrator-379|Account-3704691
Administrator-889|Employee-869020
Administrator-132|Account-2295043
Administrator-588|Employee-741754
Administrator-889|Account-4213202
Administrator-889|Employee-1101705
Administrator-889|Account-3303128
Administrator-577|Employee-651197
Administrator-15|Account-1871191
Administrator-690|Employee-1006205
Administrator-577|Account-2992497
Administrator-577|Employee-1212484
Administrator-577|Account-3634089
Administrator-583|Employee-561421
Administrator-168|Account-1783349
Administrator-479|Employee-687656
Administrator-583|Account-3498040
Administrator-583|Employee-1280757
Administrator-583|Account-3838805
Administrator-952|Employee-862098
Administrator-126|Account-1610787
Administrator-759|Employee-1424965
Administrator-952|Account-4117191
Administrator-952|Employee-1121249
Administrator-952|Account-3361368
Administrator-478|Employee-824432
Administrator-153|Account-2220279
Administrator-966|Employee-1123544
Administrator-151|Account-4362157
Administrator-151|Employee-1273685
Administrator-151|Account-3817877
Administrator-151|Employee-811681
Administrator-147|Account-1894851
Administrator-791|Employee-1407257
Administrator-478|Account-4208089
Administrator-478|Employee-1111346
Administrator-478|Account-3331920
Administrator-847|Employee-668538
Administrator-135|Account-1673536
Administrator-712|Employee-726314
Administrator-847|Account-1946767
Administrator-847|Employee-1161774
Administrator-847|Account-3482545
Administrator-76|Employee-608788
Administrator-156|Account-2100845
Administrator-778|Employee-918226
Administrator-76|Account-3830633
Administrator-76|Employee-1094289
Administrator-76|Account-3280961
Administrator-682|Employee-755376
Administrator-108|Account-1651917
Administrator-282|Employee-916944
Administrator-796|Account-4032829
Administrator-796|Employee-1271603
Administrator-796|Account-3811563
Administrator-796|Employee-536642
Administrator-114|Account-2195524
Administrator-357|Employee-777861
Administrator-682|Account-2689931
Administrator-682|Employee-1128385
Administrator-682|Account-3382817
Administrator-364|Employee-688613
Administrator-141|Account-2427046
Administrator-93|Employee-619943
Administrator-364|Account-4512317
Administrator-364|Employee-1206872
Administrator-364|Account-3617213
Administrator-385|Employee-943951
Administrator-18|Account-1660696
Administrator-365|Employee-1260262
Administrator-385|Account-3830134
Administrator-385|Employee-1139722
Administrator-385|Account-3416498
Administrator-250|Employee-768948
Administrator-129|Account-1984817
Administrator-653|Employee-551829
Administrator-250|Account-2827762
Administrator-250|Employee-1242502
Administrator-250|Account-3724050
Administrator-259|Employee-913810
Administrator-120|Account-1914909
Administrator-40|Employee-1330956
Administrator-259|Account-2555707
Administrator-259|Employee-1256634
Administrator-259|Account-3766509
Administrator-895|Employee-632381
Administrator-12|Account-1610787
Administrator-158|Employee-776645
Administrator-895|Account-3613725
Administrator-895|Employee-1077317
Administrator-895|Account-3230032
Administrator-754|Employee-811342
Administrator-102|Account-2432620
Administrator-599|Employee-987172
Administrator-49|Account-2555707
Administrator-49|Employee-1148299
Administrator-49|Account-3442058
Administrator-49|Employee-625193
Administrator-117|Account-2512349
Administrator-507|Employee-1396813
Administrator-754|Account-2370482
Administrator-754|Employee-1222584
Administrator-754|Account-3664430
Administrator-598|Employee-719178
Administrator-185|Account-2765302
Administrator-334|Employee-1258649
Administrator-598|Account-2782382
Administrator-598|Employee-1148159
Administrator-598|Account-3441740
Administrator-58|Employee-742629
Administrator-138|Account-1970279
Administrator-182|Employee-928888
Administrator-58|Account-4362157
Administrator-58|Employee-1077211
Administrator-58|Account-3229892
Administrator-472|Employee-618938
Administrator-123|Account-2441997
Administrator-151|Employee-1252660
Administrator-472|Account-2604252
Administrator-472|Employee-1158674
Administrator-472|Account-3473414
Administrator-331|Employee-801479
Administrator-173|Account-2391535
Administrator-945|Employee-1405448
Administrator-331|Account-4163648
Administrator-331|Employee-1124691
Administrator-331|Account-3371705
Administrator-841|Employee-658080
Administrator-188|Account-1854216
Administrator-836|Employee-933302
Administrator-841|Account-2092585
Administrator-841|Employee-1232352
Administrator-841|Account-3693619
Administrator-367|Employee-652061
Administrator-167|Account-1895147
Administrator-832|Employee-1454383
Administrator-367|Account-3571304
Administrator-367|Employee-1077317
Administrator-367|Account-3230032
Administrator-550|Employee-755410
Administrator-111|Account-2467096
Administrator-789|Employee-941577
Administrator-550|Account-2981108
Administrator-550|Employee-1124613
Administrator-550|Account-3371471
Administrator-940|Employee-642402
Administrator-105|Account-2073476
Administrator-781|Employee-549294
Administrator-940|Account-4232017
Administrator-940|Employee-1191703
Administrator-940|Account-3572178
Administrator-253|Employee-905136
Administrator-149|Account-1885039
Administrator-902|Employee-1217486
Administrator-253|Account-4029198
Administrator-253|Employee-1242400
Administrator-253|Account-3723880
Administrator-439|Employee-814795
Administrator-176|Account-1934152
Administrator-446|Employee-613760
Administrator-439|Account-3824043
Administrator-439|Employee-1175726
Administrator-439|Account-3524413
Administrator-949|Employee-913659
Administrator-182|Account-1813564
Administrator-265|Employee-740954
Administrator-949|Account-4216762
Administrator-949|Employee-1077084
Administrator-949|Account-3229429
Administrator-148|Employee-537269
Administrator-155|Account-2436681
Administrator-838|Employee-1486626
Administrator-43|Account-4421832
Administrator-43|Employee-1097978
Administrator-43|Account-3292040
Administrator-43|Employee-671962
Administrator-161|Account-1693020
Administrator-682|Employee-679643
Administrator-148|Account-2722486
Administrator-148|Employee-993814
Administrator-148|Account-2979110
Administrator-643|Employee-625651
Administrator-170|Account-2718126
Administrator-465|Employee-882020
Administrator-643|Account-3960247
Administrator-643|Employee-1107992
Administrator-643|Account-3321809
Administrator-466|Employee-841513
Administrator-179|Account-1993852
Administrator-761|Employee-937776
Administrator-466|Account-3577175
Administrator-466|Employee-1198467
Administrator-466|Account-3592304
Administrator-352|Employee-629111
Administrator-143|Account-2273736
Administrator-148|Employee-990801
Administrator-352|Account-4248582
Administrator-352|Employee-1178707
Administrator-352|Account-3533235
Administrator-658|Employee-913810
Administrator-137|Account-2144779
Administrator-155|Employee-1052365
Administrator-658|Account-3278440
Administrator-658|Employee-1141288
Administrator-658|Account-3421173
Administrator-538|Employee-665346
Administrator-158|Account-2373671
Administrator-273|Employee-1047036
Administrator-538|Account-2561982
Administrator-538|Employee-990089
Administrator-538|Account-2968042
Administrator-670|Employee-678650
Administrator-164|Account-2295043
Administrator-576|Employee-901355
Administrator-670|Account-3943591
Administrator-670|Employee-1206584
Administrator-670|Account-3616291
Administrator-571|Employee-715835
Administrator-152|Account-1944573
Administrator-494|Employee-1072133
Administrator-571|Account-3594295
Administrator-571|Employee-1226460
Administrator-571|Account-3675878
Administrator-565|Employee-955358
Administrator-14|Account-1876151
Administrator-315|Employee-1398045
Administrator-430|Account-2278705
Administrator-430|Employee-1222706
Administrator-430|Account-3664800
Administrator-430|Employee-920750
Administrator-110|Account-2472870
Administrator-312|Employee-830583
Administrator-565|Account-3836746
Administrator-565|Employee-988531
Administrator-565|Account-2963379
Administrator-664|Employee-963935
Administrator-119|Account-2223342
Administrator-942|Employee-677587
Administrator-778|Account-3400668
Administrator-778|Employee-1185287
Administrator-778|Account-3552798
Administrator-778|Employee-792046
Administrator-146|Account-1750421
Administrator-853|Employee-694336
Administrator-664|Account-4362157
Administrator-664|Employee-1256642
Administrator-664|Account-3766604
Administrator-679|Employee-691924
Administrator-125|Account-1894851
Administrator-55|Employee-1033818
Administrator-679|Account-3898031
Administrator-679|Employee-1067363
Administrator-679|Account-3200424
Administrator-181|Employee-723304
Administrator-131|Account-2053971
Administrator-471|Employee-747333
Administrator-181|Account-4400723
Administrator-181|Employee-1181735
Administrator-181|Account-3542154
Administrator-877|Employee-537269
Administrator-17|Account-1692805
Administrator-926|Employee-1330820
Administrator-877|Account-4465713
Administrator-877|Employee-1114638
Administrator-877|Account-3341614
Administrator-742|Employee-691992
Administrator-140|Account-1651917
Administrator-412|Employee-1002200
Administrator-736|Account-3897857
Administrator-736|Employee-1073600
Administrator-736|Account-3218993
Administrator-736|Employee-855473
Administrator-107|Account-2195286
Administrator-888|Employee-1481065
Administrator-742|Account-3412437
Administrator-742|Employee-1195103
Administrator-742|Account-3582141
Administrator-622|Employee-634024
Administrator-128|Account-2241175
Administrator-243|Employee-1472866
Administrator-622|Account-2670651
Administrator-622|Employee-1172550
Administrator-622|Account-3514855
Administrator-637|Employee-647050
Administrator-113|Account-1667498
Administrator-622|Employee-932136
Administrator-445|Account-2670251
Administrator-445|Employee-1175665
Administrator-445|Account-3524151
Administrator-445|Employee-808034
Administrator-134|Account-2079721
Administrator-797|Employee-1454894
Administrator-637|Account-3233466
Administrator-637|Employee-1094203
Administrator-637|Account-3280853
Administrator-280|Employee-732275
Administrator-178|Account-2155398
Administrator-468|Employee-840464
Administrator-280|Account-4195056
Administrator-280|Employee-1148159
Administrator-280|Account-3441740
Administrator-955|Employee-559906
Administrator-101|Account-2420492
Administrator-623|Employee-1435196
Administrator-955|Account-2474865
Administrator-955|Employee-1229561
Administrator-955|Account-3685235
Administrator-289|Employee-605027
Administrator-11|Account-1622013
Administrator-712|Employee-751811
Administrator-289|Account-3571304
Administrator-289|Employee-1077317
Administrator-289|Account-3230032
Administrator-154|Employee-848384
Administrator-116|Account-1834408
Administrator-796|Employee-1013077
Administrator-835|Account-2373557
Administrator-835|Employee-1082734
Administrator-835|Account-3246116
Administrator-175|Employee-740817
Administrator-184|Account-2073476
Administrator-830|Employee-682295
Administrator-154|Account-3249711
Administrator-154|Employee-1145235
Administrator-154|Account-3432780
Administrator-835|Employee-629119
Administrator-122|Account-1834916
Administrator-555|Employee-1450400
Administrator-175|Account-4395076
Administrator-175|Employee-1082779
Administrator-175|Account-3246382
